type,text_index,line_id,text
dhamma,an1.316-332,an1.319:1.2,"Seyyathāpi, bhikkhave, nadīmukhe khippaṁ uḍḍeyya bahūnaṁ macchānaṁ ahitāya dukkhāya anayāya byasanāya;  и Just as a trap set at the mouth of a river would bring harm, suffering, calamity, and disaster for many fish, "
dhamma,an1.316-332,an1.319:1.3,"evamevaṁ kho, bhikkhave, makkhali moghapuriso manussakhippaṁ maññe loke uppanno bahūnaṁ sattānaṁ ahitāya dukkhāya anayāya byasanāyā”ti.  и so too that silly man, the bamboo-staffed ascetic, is a trap for humans, it seems to me. He has arisen in the world for the harm, suffering, calamity, and disaster of many beings.” "
dhamma,an1.316-332,an1.324:1.1,"“Durakkhāte, bhikkhave, dhammavinaye yo āraddhavīriyo so dukkhaṁ viharati.  и “Mendicants, in a poorly explained teaching and training an energetic person lives in suffering. "
dhamma,an1.316-332,an1.325:1.1,"“Svākkhāte, bhikkhave, dhammavinaye yo kusīto so dukkhaṁ viharati.  и “Mendicants, in a well explained teaching and training a lazy person lives in suffering. "
dhamma,an1.394-574,an1.470:1.1,anicce dukkhasaññaṁ bhāveti …  и the perception of suffering in impermanence … 
dhamma,an1.394-574,an1.471:1.1,dukkhe anattasaññaṁ bhāveti …  и the perception of not-self in suffering … 
dhamma,an1.98-139,an1.130:1.1,"“Ye te, bhikkhave, bhikkhū adhammaṁ dhammoti dīpenti te, bhikkhave, bhikkhū bahujanaahitāya paṭipannā bahujanaasukhāya, bahuno janassa anatthāya ahitāya dukkhāya devamanussānaṁ.  и “Mendicants, those mendicants who explain what is not the teaching as the teaching are acting for the hurt and unhappiness of the people, for the harm, hurt, and suffering of gods and humans. "
dhamma,an1.98-139,an1.131:1.1,"“Ye te, bhikkhave, bhikkhū dhammaṁ adhammoti dīpenti te, bhikkhave, bhikkhū bahujanaahitāya paṭipannā bahujanaasukhāya, bahuno janassa anatthāya ahitāya dukkhāya devamanussānaṁ.  и “Mendicants, those mendicants who explain what is the teaching as not the teaching are acting for the hurt and unhappiness of the people, for the harm, hurt, and suffering of gods and humans. "
dhamma,an1.98-139,an1.132-139:1.2,"te, bhikkhave, bhikkhū bahujanaahitāya paṭipannā bahujanaasukhāya, bahuno janassa anatthāya ahitāya dukkhāya devamanussānaṁ.  и are acting for the hurt and unhappiness of the people, for the harm, hurt, and suffering of gods and humans. "
dhamma,an2.1-10,an2.1:4.3,"‘kāyaduccaritassa kho pana pāpako dukkho vipāko abhisamparāyaṁ, vacīduccaritassa pāpako dukkho vipāko abhisamparāyaṁ, manoduccaritassa pāpako dukkho vipāko abhisamparāyaṁ.  и ‘Bad conduct of body, speech, or mind has a bad, painful result in the next life. "
dhamma,an2.1-10,an2.6:1.5,"Rāgaṁ appahāya, dosaṁ appahāya, mohaṁ appahāya na parimuccati jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi.  и When these are not given up, you’re not freed from rebirth, old age, and death, from sorrow, lamentation, pain, sadness, and distress. "
dhamma,an2.1-10,an2.6:1.6,"Na parimuccati dukkhasmāti vadāmi.  и You’re not freed from suffering, I say. "
dhamma,an2.1-10,an2.6:2.2,"Rāgaṁ pahāya, dosaṁ pahāya, mohaṁ pahāya, parimuccati jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi.  и When these are given up, you’re freed from rebirth, old age, and death, from sorrow, lamentation, pain, sadness, and distress. "
dhamma,an2.1-10,an2.6:2.3,"Parimuccati dukkhasmāti vadāmi.  и You’re freed from suffering, I say. "
dhamma,an2.11-20,an2.13:2.5,"Sukhassa ca pahānā dukkhassa ca pahānā pubbeva somanassadomanassānaṁ atthaṅgamā adukkhamasukhaṁ upekkhāsatipārisuddhiṁ catutthaṁ jhānaṁ upasampajja viharati.  и Giving up pleasure and pain, and ending former happiness and sadness, they enter and remain in the fourth absorption, without pleasure or pain, with pure equanimity and mindfulness. "
dhamma,an2.11-20,an2.19:1.7,"Akusalañca hidaṁ, bhikkhave, pahīnaṁ ahitāya dukkhāya saṁvatteyya nāhaṁ evaṁ vadeyyaṁ:  и And if giving up the unskillful led to harm and suffering, I would not say: "
dhamma,an2.11-20,an2.19:2.7,"Kusalañca hidaṁ, bhikkhave, bhāvitaṁ ahitāya dukkhāya saṁvatteyya, nāhaṁ evaṁ vadeyyaṁ:  и If developing the skillful led to harm and suffering I wouldn’t say: "
dhamma,an2.180-229,an2.190-194:1.1,"“Dvīhi, bhikkhave, dhammehi samannāgato dukkhaṁ viharati.  и “Anyone who has two things lives in suffering. "
dhamma,an2.180-229,an2.190-194:1.4,"Imehi kho, bhikkhave, dvīhi dhammehi samannāgato dukkhaṁ viharati”.  и Anyone who has these two things lives in suffering.” "
dhamma,an2.230-279,an2.230-279:1.1,"“Dveme, bhikkhave, dhammā akusalā … dveme, bhikkhave, dhammā kusalā … dveme, bhikkhave, dhammā sāvajjā … dveme, bhikkhave, dhammā anavajjā … dveme, bhikkhave, dhammā dukkhudrayā … dveme, bhikkhave, dhammā sukhudrayā … dveme, bhikkhave, dhammā dukkhavipākā … dveme, bhikkhave, dhammā sukhavipākā … dveme, bhikkhave, dhammā sabyābajjhā … dveme, bhikkhave, dhammā abyābajjhā.  и “These two things are unskillful … are skillful … are blameworthy … are blameless … have suffering as outcome … have happiness as outcome … result in suffering … result in happiness … are hurtful … are not hurtful. "
dhamma,an2.32-41,an2.39:1.6,"Tayidaṁ, bhikkhave, hoti bahujanāhitāya bahujanāsukhāya, bahuno janassa anatthāya ahitāya dukkhāya devamanussānaṁ.  и This is for the hurt and unhappiness of the people, for the harm, hurt, and suffering of many people, of gods and humans. "
dhamma,an2.32-41,an2.41:1.1,"“Ye te, bhikkhave, bhikkhū duggahitehi suttantehi byañjanappatirūpakehi atthañca dhammañca paṭibāhanti te, bhikkhave, bhikkhū bahujanāhitāya paṭipannā bahujanāsukhāya, bahuno janassa anatthāya ahitāya dukkhāya devamanussānaṁ.  и “Mendicants, by memorizing the discourses incorrectly, taking only a semblance of the phrasing, some mendicants shut out the meaning and the teaching. They act for the hurt and unhappiness of the people, for the harm, hurt, and suffering of many people, of gods and humans. "
dhamma,an2.42-51,an2.45:1.5,"Idha, bhikkhave, yassaṁ parisāyaṁ bhikkhū ‘idaṁ dukkhan’ti yathābhūtaṁ nappajānanti, ‘ayaṁ dukkhasamudayo’ti yathābhūtaṁ nappajānanti, ‘ayaṁ dukkhanirodho’ti yathābhūtaṁ nappajānanti, ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ nappajānanti.  и An assembly where the mendicants don’t truly understand: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. "
dhamma,an2.42-51,an2.45:2.2,"Idha, bhikkhave, yassaṁ parisāyaṁ bhikkhū ‘idaṁ dukkhan’ti yathābhūtaṁ pajānanti, ‘ayaṁ dukkhasamudayo’ti yathābhūtaṁ pajānanti, ‘ayaṁ dukkhanirodho’ti yathābhūtaṁ pajānanti, ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānanti.  и An assembly where the mendicants truly understand: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. "
dhamma,an3.100,an3.100:1.2,"‘yathā yathāyaṁ puriso kammaṁ karoti tathā tathā taṁ paṭisaṁvediyatī’ti, evaṁ santaṁ, bhikkhave, brahmacariyavāso na hoti, okāso na paññāyati sammā dukkhassa antakiriyāya.  и ‘No matter how this person performs a deed, they experience it the same way.’ This being so, the spiritual life could not be lived, and there’d be no chance of making a complete end of suffering. "
dhamma,an3.100,an3.100:1.4,"‘yathā yathā vedanīyaṁ ayaṁ puriso kammaṁ karoti tathā tathāssa vipākaṁ paṭisaṁvediyatī’ti, evaṁ santaṁ, bhikkhave, brahmacariyavāso hoti, okāso paññāyati sammā dukkhassa antakiriyāya.  и ‘No matter how this person performs a deed, they experience the result as it should be experienced.’ This being so, the spiritual life can be lived, and there is a chance of making a complete end of suffering. "
dhamma,an3.100,an3.100:11.2,"Idha, bhikkhave, ekacco puggalo abhāvitakāyo hoti abhāvitasīlo abhāvitacitto abhāvitapañño paritto appātumo appadukkhavihārī.  и nan"
dhamma,an3.100,an3.100:16.2,"Idha, bhikkhave, ekacco puggalo abhāvitakāyo hoti abhāvitasīlo abhāvitacitto abhāvitapañño paritto appātumo appadukkhavihārī.  и nan"
dhamma,an3.100,an3.100:18.2,"‘yathā yathāyaṁ puriso kammaṁ karoti tathā tathā taṁ paṭisaṁvedetī’ti, evaṁ santaṁ, bhikkhave, brahmacariyavāso na hoti, okāso na paññāyati sammā dukkhassa antakiriyāya.  и ‘No matter how this person performs a deed, they experience it the same way.’ This being so, the spiritual life could not be lived, and there’d be no chance of making a complete end of suffering. "
dhamma,an3.100,an3.100:18.4,"‘yathā yathā vedanīyaṁ ayaṁ puriso kammaṁ karoti tathā tathā tassa vipākaṁ paṭisaṁvedetī’ti, evaṁ santaṁ, bhikkhave, brahmacariyavāso hoti, okāso paññāyati sammā dukkhassa antakiriyāyā”ti.  и ‘No matter how this person performs a deed, they experience the result as it should be experienced.’ This being so, the spiritual life can be lived, and there is a chance of making a complete end of suffering.”"
dhamma,an3.100,an3.100:2.2,"Idha pana, bhikkhave, ekacco puggalo abhāvitakāyo hoti abhāvitasīlo abhāvitacitto abhāvitapañño paritto appātumo appadukkhavihārī.  и A person who hasn’t developed their physical endurance, ethics, mind, or wisdom. They’re small-minded and mean-spirited, living in suffering. "
dhamma,an3.100,an3.100:6.2,"Idha, bhikkhave, ekacco puggalo abhāvitakāyo hoti abhāvitasīlo abhāvitacitto abhāvitapañño paritto appātumo appadukkhavihārī.  и nan"
dhamma,an3.101,an3.101:6.1,"So sace ākaṅkhati: ‘anekavihitaṁ pubbenivāsaṁ anussareyyaṁ, seyyathidaṁ—ekampi jātiṁ dvepi jātiyo tissopi jātiyo catassopi jātiyo pañcapi jātiyo dasapi jātiyo vīsampi jātiyo tiṁsampi jātiyo cattālīsampi jātiyo paññāsampi jātiyo jātisatampi jātisahassampi jātisatasahassampi anekepi saṁvaṭṭakappe anekepi vivaṭṭakappe anekepi saṁvaṭṭavivaṭṭakappe: “amutrāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto amutra udapādiṁ; tatrāpāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto idhūpapanno”ti, iti sākāraṁ sauddesaṁ anekavihitaṁ pubbenivāsaṁ anussareyyan’ti,  и If they wish: ‘May I recollect many kinds of past lives. That is: one, two, three, four, five, ten, twenty, thirty, forty, fifty, a hundred, a thousand, a hundred thousand rebirths; many eons of the world contracting, many eons of the world expanding, many eons of the world contracting and expanding. May I remember: “There, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn somewhere else. There, too, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn here.” May I recollect my many past lives, with features and details.’ "
dhamma,an3.103,an3.103:1.5,"Yaṁ loko anicco dukkho vipariṇāmadhammo, ayaṁ loke ādīnavo.  и That the world is impermanent, suffering, and perishable: this is its drawback. "
dhamma,an3.11,an3.11:1.1,"“Tīhi, bhikkhave, dhammehi samannāgato ñāto bhikkhu bahujanaahitāya paṭipanno hoti bahujanadukkhāya, bahuno janassa anatthāya ahitāya dukkhāya devamanussānaṁ.  и “Mendicants, a well-known mendicant who has three qualities is acting for the hurt and unhappiness of the people, for the harm, hurt, and suffering of gods and humans. "
dhamma,an3.11,an3.11:1.4,"Imehi kho, bhikkhave, tīhi dhammehi samannāgato ñāto bhikkhu bahujanaahitāya paṭipanno hoti bahujanadukkhāya, bahuno janassa anatthāya ahitāya dukkhāya devamanussānaṁ.  и A well-known mendicant who has these three qualities is acting for the hurt and unhappiness of the people, for the harm, hurt, and suffering of gods and humans. "
dhamma,an3.111,an3.111:1.4,"Yaṁ, bhikkhave, lobhapakataṁ kammaṁ lobhajaṁ lobhanidānaṁ lobhasamudayaṁ, taṁ kammaṁ akusalaṁ taṁ kammaṁ sāvajjaṁ taṁ kammaṁ dukkhavipākaṁ, taṁ kammaṁ kammasamudayāya saṁvattati, na taṁ kammaṁ kammanirodhāya saṁvattati.  и Any deed that emerges from greed, hate, or delusion—born, sourced, and originated from greed, hate, or delusion—is unskillful, blameworthy, results in suffering, and leads to the creation of more deeds, not their cessation. "
dhamma,an3.111,an3.111:1.5,"Yaṁ, bhikkhave, dosapakataṁ kammaṁ dosajaṁ dosanidānaṁ dosasamudayaṁ, taṁ kammaṁ akusalaṁ taṁ kammaṁ sāvajjaṁ taṁ kammaṁ dukkhavipākaṁ, taṁ kammaṁ kammasamudayāya saṁvattati, na taṁ kammaṁ kammanirodhāya saṁvattati.  и nan"
dhamma,an3.111,an3.111:1.6,"Yaṁ, bhikkhave, mohapakataṁ kammaṁ mohajaṁ mohanidānaṁ mohasamudayaṁ, taṁ kammaṁ akusalaṁ taṁ kammaṁ sāvajjaṁ taṁ kammaṁ dukkhavipākaṁ, taṁ kammaṁ kammasamudayāya saṁvattati, na taṁ kammaṁ kammanirodhāya saṁvattati.  и nan"
dhamma,an3.12,an3.12:5.1,"Puna caparaṁ, bhikkhave, yasmiṁ padese bhikkhu ‘idaṁ dukkhan’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhasamudayo’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhanirodho’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānāti.  и The place where the mendicant truly understands: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. "
dhamma,an3.133,an3.133:3.2,"Idha, bhikkhave, bhikkhu ‘idaṁ dukkhan’ti yathābhūtaṁ pajānāti; ‘ayaṁ dukkhasamudayo’ti yathābhūtaṁ pajānāti; ‘ayaṁ dukkhanirodho’ti yathābhūtaṁ pajānāti; ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānāti.  и It’s when a mendicant truly understands: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. "
dhamma,an3.135,an3.135:1.3,"Duddadaṁ dadāti, dukkaraṁ karoti, dukkhamaṁ khamati— и They give what is hard to give, they do what is hard to do, and they bear what is hard to bear. "
dhamma,an3.136,an3.136:1.10,‘sabbe saṅkhārā dukkhā’ti.  и ‘All conditions are suffering.’ 
dhamma,an3.136,an3.136:1.7,Sabbe saṅkhārā dukkhā.  и all conditions are suffering. 
dhamma,an3.137,an3.137:1.2,"Kesakambalo, bhikkhave, sīte sīto, uṇhe uṇho, dubbaṇṇo, duggandho, dukkhasamphasso.  и It’s cold in the cold, hot in the heat, ugly, smelly, and unpleasant to touch. "
dhamma,an3.137,an3.137:3.1,"Seyyathāpi, bhikkhave, nadīmukhe khippaṁ uḍḍeyya bahūnaṁ macchānaṁ ahitāya dukkhāya anayāya byasanāya;  и It’s like a trap set at the mouth of a river, which would bring harm, suffering, calamity, and disaster for many fish. "
dhamma,an3.137,an3.137:3.2,"evamevaṁ kho, bhikkhave, makkhali moghapuriso manussakhippaṁ maññe loke uppanno bahūnaṁ sattānaṁ ahitāya dukkhāya anayāya byasanāyā”ti.  и In the same way that silly man the bamboo-staffed ascetic is a trap for humans, it seems to me. He has come into the world for the harm, suffering, calamity, and disaster of many beings.”"
dhamma,an3.140,an3.140:4.2,"Idha, bhikkhave, bhikkhu ‘idaṁ dukkhan’ti yathābhūtaṁ pajānāti …pe… ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānāti.  и It’s when a mendicant truly understands: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. "
dhamma,an3.140,an3.140:5.2,"Idha, bhikkhave, bhikkhu ‘idaṁ dukkhan’ti yathābhūtaṁ pajānāti …pe… ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānāti.  и It’s when a mendicant truly understands: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. "
dhamma,an3.140,an3.140:6.2,"Idha, bhikkhave, bhikkhu ‘idaṁ dukkhan’ti yathābhūtaṁ pajānāti …pe… ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānāti.  и It’s when a mendicant truly understands: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. "
dhamma,an3.20,an3.20:4.5,"Idha, bhikkhave, bhikkhu ‘idaṁ dukkhan’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhasamudayo’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhanirodho’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānāti.  и It’s when a mendicant truly understands: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. "
dhamma,an3.23,an3.23:1.6,"So sabyābajjhehi phassehi phuṭṭho samāno sabyābajjhaṁ vedanaṁ vedayati ekantadukkhaṁ, seyyathāpi sattā nerayikā.  и Touched by hurtful contacts, they experience hurtful feelings that are exclusively painful—like the beings in hell. "
dhamma,an3.23,an3.23:3.4,"So sabyābajjhehipi abyābajjhehipi phassehi phuṭṭho samāno sabyābajjhampi abyābajjhampi vedanaṁ vedayati vokiṇṇasukhadukkhaṁ, seyyathāpi manussā ekacce ca devā ekacce ca vinipātikā.  и Touched by both hurtful and pleasing contacts, they experience both hurtful and pleasing feelings that are a mixture of pleasure and pain—like humans, some gods, and some beings in the underworld. "
dhamma,an3.24,an3.24:2.1,"Puna caparaṁ, bhikkhave, yaṁ puggalaṁ āgamma puggalo ‘idaṁ dukkhan’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhasamudayo’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhanirodho’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānāti;  и Furthermore, the person who has enabled you to truly understand: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. "
dhamma,an3.25,an3.25:2.2,"Idha, bhikkhave, ekacco puggalo ‘idaṁ dukkhan’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhasamudayo’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhanirodho’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānāti.  и It’s someone who truly understands: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. "
dhamma,an3.25,an3.25:2.4,"evamevaṁ kho, bhikkhave, idhekacco puggalo ‘idaṁ dukkhan’ti yathābhūtaṁ pajānāti …pe… ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānāti.  и In the same way, someone truly understands: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. "
dhamma,an3.30,an3.30:10.4,Dukkhassantakaro siyā”ti.  и would make an end of suffering.” 
dhamma,an3.33,an3.33:3.3,"‘bhikkhu acchecchi taṇhaṁ, vivattayi saṁyojanaṁ, sammā mānābhisamayā antamakāsi dukkhassa’.  и a mendicant who has cut off craving, untied the fetters, and by rightly comprehending conceit has made an end of suffering. "
dhamma,an3.35,an3.35:4.2,"api nu tassa gahapatissa vā gahapatiputtassa vā uppajjeyyuṁ rāgajā pariḷāhā kāyikā vā cetasikā vā yehi so rāgajehi pariḷāhehi pariḍayhamāno dukkhaṁ sayeyyā”ti?  и Is it not possible that a fever born of greed—physical or mental—might arise in that householder or householder’s son, burning him so he sleeps badly?” "
dhamma,an3.35,an3.35:5.1,"“Yehi kho so, kumāra, gahapati vā gahapatiputto vā rāgajehi pariḷāhehi pariḍayhamāno dukkhaṁ sayeyya, so rāgo tathāgatassa pahīno ucchinnamūlo tālāvatthukato anabhāvaṅkato āyatiṁ anuppādadhammo.  и “The greed that burns that householder or householder’s son, making them sleep badly, has been cut off at the root by the Realized One, made like a palm stump, obliterated, and unable to arise in the future. "
dhamma,an3.35,an3.35:6.3,"mohajā pariḷāhā kāyikā vā cetasikā vā yehi so mohajehi pariḷāhehi pariḍayhamāno dukkhaṁ sayeyyā”ti?  и or a fever born of delusion—physical or mental—might arise in that householder or householder’s son, burning him so he sleeps badly?” "
dhamma,an3.35,an3.35:7.1,"“Ye hi kho so, kumāra, gahapati vā gahapatiputto vā mohajehi pariḷāhehi pariḍayhamāno dukkhaṁ sayeyya, so moho tathāgatassa pahīno ucchinnamūlo tālāvatthukato anabhāvaṅkato āyatiṁ anuppādadhammo.  и “The delusion that burns that householder or householder’s son, making them sleep badly, has been cut off at the root by the Realized One, made like a palm stump, obliterated, and unable to arise in the future. "
dhamma,an3.36,an3.36:13.4,"So tattha dukkhā tibbā kharā kaṭukā vedanā vediyati, na ca tāva kālaṁ karoti yāva na taṁ pāpakammaṁ byantīhoti.  и And there they suffer painful, sharp, severe, acute feelings—but they don’t die until that bad deed is eliminated. "
dhamma,an3.36,an3.36:14.2,"So tattha dukkhā tibbā kharā kaṭukā vedanā vediyati, na ca tāva kālaṁ karoti yāva na taṁ pāpakammaṁ byantīhoti.  и nan"
dhamma,an3.36,an3.36:15.6,"So tattha dukkhā tibbā kharā kaṭukā vedanā vediyati, na ca tāva kālaṁ karoti yāva na taṁ pāpakammaṁ byantīhoti.  и And there they suffer painful, sharp, severe, acute feelings—but they don’t die until that bad deed is eliminated. "
dhamma,an3.36,an3.36:22.4,sabbadukkhaṁ upaccagun”ti.  и and risen above all suffering.”
dhamma,an3.36,an3.36:6.6,"‘ambho purisa, na tvaṁ addasa manussesu itthiṁ vā purisaṁ vā ābādhikaṁ dukkhitaṁ bāḷhagilānaṁ, sake muttakarīse palipannaṁ semānaṁ, aññehi vuṭṭhāpiyamānaṁ, aññehi saṁvesiyamānan’ti?  и ‘Mister, did you not see among human beings a woman or a man, sick, suffering, gravely ill, collapsed in their own urine and feces, being picked up by some and put down by others?’ "
